title,authors,doi,year,source,url
Cloud Computing Product Service Scheme Recommendation System Based on a Hierarchical Knowledge Graph,Xu S.,10.1109/ACCESS.2023.3328217,2023-01-01,IEEE Access,https://api.elsevier.com/content/abstract/scopus_id/85176460838
On the Issue of Optimum Machine Learning Methods for Filling and Updating Nuclear Knowledge Graphs,Telnov V.P.,10.1134/S1995080223010419,2023-01-01,Lobachevskii Journal of Mathematics,https://api.elsevier.com/content/abstract/scopus_id/85159698633
RevOps of Sustainable Space Economy,Mohaine-Palfi S.,10.2514/6.2023-4637,2023-01-01,Accelerating Space Commerce Exploration and New Discovery Conference Ascend 2023,https://api.elsevier.com/content/abstract/scopus_id/85197165269
A Semantically Rich Framework to Automate Cloud Service Level Agreements,Ganapathy D.N.,10.1109/TSC.2022.3140585,2023-01-01,IEEE Transactions on Services Computing,https://api.elsevier.com/content/abstract/scopus_id/85122848561
Implementation of the Data Fabric Architecture as a Sustainable Development of Industrial Platform Technologies in Road Transport Systems,Kuftinova N.G.,10.1109/IEEECONF56737.2023.10092048,2023-01-01,2023 Systems of Signals Generating and Processing in the Field of on Board Communications Sosg 2023 Conference Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85154066718
HOCC: An Ontology for Holistic Description of Cluster Settings,Poulakis Y.,10.1007/978-3-031-29315-3_4,2023-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85152584042
Towards a Reference Architecture for Semantic Interoperability in Multi-Cloud Platforms,Hamdan N.M.,10.14569/IJACSA.2023.0141254,2023-01-01,International Journal of Advanced Computer Science and Applications,https://api.elsevier.com/content/abstract/scopus_id/85184662702
Renewal of Cloud-Based Services in Smart Grids,Sikri A.,10.1109/PEEIC59336.2023.10451141,2023-01-01,2023 International Conference on Power Energy Environment and Intelligent Control Peeic 2023,https://api.elsevier.com/content/abstract/scopus_id/85188121970
Marketing data security and privacy protection based on federated gamma in cloud computing environment,Zhang C.,10.1016/j.ijin.2023.09.003,2023-01-01,International Journal of Intelligent Networks,https://api.elsevier.com/content/abstract/scopus_id/85173236267
Privacy-Preserving Searchable Encryption Scheme Based on Deep Structured Semantic Model over Cloud Application,Wang N.,10.1007/978-3-031-20099-1_49,2023-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85148695538
SAPMS: A Semantic-Aware Privacy-Preserving Multi-keyword Search Scheme in Cloud,Zhou Q.,10.1007/978-3-031-25158-0_20,2023-01-01,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,https://api.elsevier.com/content/abstract/scopus_id/85151123680
A Comprehensive Review of Frameworks for Achieving Interoperability in Multi-Cloud Environments,Shukla P.R.,10.1109/ICI60088.2023.10421703,2023-01-01,Proceedings of 2023 2nd International Conference on Informatics Ici 2023,https://api.elsevier.com/content/abstract/scopus_id/85186118589
Application of machine learning methods for filling and updating nuclear knowledge bases,Telnov V.P.,10.3897/nucet.9.106759,2023-01-01,Nuclear Energy and Technology,https://api.elsevier.com/content/abstract/scopus_id/85179510441
Software as a Service Challenges: A Systematic Literature Review,Ibrahim A.M.A.,10.1007/978-3-031-18344-7_17,2023-01-01,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85142102283
Translational Bioinformatics Ontology in Healthcare with Cloud Computing,Rai S.,10.1109/ICIET57285.2023.10220662,2023-01-01,Proceedings 2023 International Conference on Innovations in Engineering and Technology Iciet 2023,https://api.elsevier.com/content/abstract/scopus_id/85171544674
Functional and Structural Fusion based Web API Recommendations in Heterogeneous Networks,Wang X.,10.1109/ICWS60048.2023.00025,2023-01-01,Proceedings 2023 IEEE International Conference on Web Services Icws 2023,https://api.elsevier.com/content/abstract/scopus_id/85173832437
Bi-CSem: A Semantically Inclined Bi-Classification Framework for Web Service Recommendation,Surya D.,10.1007/978-3-031-27499-2_40,2023-01-01,Lecture Notes in Networks and Systems,https://api.elsevier.com/content/abstract/scopus_id/85152527149
Carrying out Encryption and Decryption in a Multi-Tenant Cloud Environment,Bishnoi A.K.,10.1109/IC3I59117.2023.10398048,2023-01-01,Proceedings of International Conference on Contemporary Computing and Informatics Ic3i 2023,https://api.elsevier.com/content/abstract/scopus_id/85185228233
An effective mechanism for ontology-based cloud service discovery and selection using Aneka cloud application platform,Parhi M.,10.1504/IJCC.2023.130902,2023-01-01,International Journal of Cloud Computing,https://api.elsevier.com/content/abstract/scopus_id/85162815150
Research on Optimization of Discontinuous Data Path Mining Based on Fuzzy Clustering Algorithm,Guiquan S.,10.1109/ICNETIC59568.2023.00151,2023-01-01,Proceedings 2023 International Conference on Networking Informatics and Computing Icnetic 2023,https://api.elsevier.com/content/abstract/scopus_id/85172875703
An academic events sub-system of the URIS and its ontology representation to improve scientific usability and motivation of scientists in terms of European integration,Shapovalov Y.B.,,2023-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85154581758
Towards a cloud model choice evaluation: comparison between cost/features and ontology-based analysis,Cantiello P.,10.1504/IJGUC.2023.129700,2023-01-01,International Journal of Grid and Utility Computing,https://api.elsevier.com/content/abstract/scopus_id/85153853805
"Context Awareness and Deep Learning Algorithms, Immersive Visualization and Autonomous Cognitive Systems, and Natural Language Processing and Digital Twin Modeling Tools in the Blockchain-based Metaverse",Barker M.,10.22381/RCP2220236,2023-01-01,Review of Contemporary Philosophy,https://api.elsevier.com/content/abstract/scopus_id/85172659600
Calculation and Control of Reactive Power Support Capacity of DFIG Based on Cloud Model,Lv Y.,10.1109/CEEPE58418.2023.10166297,2023-01-01,2023 6th International Conference on Energy Electrical and Power Engineering Ceepe 2023,https://api.elsevier.com/content/abstract/scopus_id/85166263255
Cloud Service Broker Using Ontology-Based System †,Singh N.K.,10.3390/engproc2023059011,2023-01-01,Engineering Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85186476204
"OpenNAU: An open-source platform for normalizing, analyzing, and visualizing cancer untargeted metabolomics data",Sun Q.,10.21147/j.issn.1000-9604.2023.05.11,2023-01-01,Chinese Journal of Cancer Research,https://api.elsevier.com/content/abstract/scopus_id/105011401770
REVAL: Recommend Which Variables to Log With Pretrained Model and Graph Neural Network,Dai S.,10.1109/TNSM.2022.3209317,2022-12-01,IEEE Transactions on Network and Service Management,https://api.elsevier.com/content/abstract/scopus_id/85139400992
Towards a digital twin for supporting multi-agency incident management in a smart city,Wolf K.,10.1038/s41598-022-20178-8,2022-12-01,Scientific Reports,https://api.elsevier.com/content/abstract/scopus_id/85138879066
Towards a distributed SaaS management system in a multi-cloud environment,Ouchaou L.,10.1007/s10586-022-03619-x,2022-12-01,Cluster Computing,https://api.elsevier.com/content/abstract/scopus_id/85132183845
Visualization Analysis of Cross Research between Big Data and Construction Industry Based on Knowledge Graph,Chen G.,10.3390/buildings12111812,2022-11-01,Buildings,https://api.elsevier.com/content/abstract/scopus_id/85141846269
Accuracy-first and efficiency-first privacy-preserving semantic-aware ranked searches in the cloud,Zhou Q.,10.1002/int.22989,2022-11-01,International Journal of Intelligent Systems,https://api.elsevier.com/content/abstract/scopus_id/85136956801
Verifiable Semantic-Aware Ranked Keyword Search in Cloud-Assisted Edge Computing,Li J.,10.1109/TSC.2021.3098864,2022-11-01,IEEE Transactions on Services Computing,https://api.elsevier.com/content/abstract/scopus_id/85111607176
Leveraging a cloud-native architecture to enable semantic interconnectedness of data for cyber threat intelligence,Ammi M.,10.1007/s10586-022-03576-5,2022-10-01,Cluster Computing,https://api.elsevier.com/content/abstract/scopus_id/85128460711
Enhanced Semantic-Aware Multi-Keyword Ranked Search Scheme Over Encrypted Cloud Data,Dai X.,10.1109/TCC.2020.3047921,2022-10-01,IEEE Transactions on Cloud Computing,https://api.elsevier.com/content/abstract/scopus_id/85099111743
Networked Knowledge and Complex Networks: An Engineering View,Lu J.,10.1109/JAS.2022.105737,2022-08-01,IEEE Caa Journal of Automatica Sinica,https://api.elsevier.com/content/abstract/scopus_id/85135754280
SoftNER: Mining knowledge graphs from cloud incidents,Shetty M.,10.1007/s10664-022-10159-w,2022-07-01,Empirical Software Engineering,https://api.elsevier.com/content/abstract/scopus_id/85128978820
Ontologies as Building Blocks of Cloud Security,Shaikh N.S.,10.5815/ijitcs.2022.03.05,2022-06-01,International Journal of Information Technology and Computer Science,https://api.elsevier.com/content/abstract/scopus_id/85135197659
InteliRank: A Four-Pronged Agent for the Intelligent Ranking of Cloud Services Based on End-Users’ Feedback,Din M.M.U.,10.3390/s22124627,2022-06-01,Sensors,https://api.elsevier.com/content/abstract/scopus_id/85132137508
An Ontology-Based and Deep Learning-Driven Method for Extracting Legal Facts from Chinese Legal Texts,Ren Y.,10.3390/electronics11121821,2022-06-01,Electronics Switzerland,https://api.elsevier.com/content/abstract/scopus_id/85131412507
A spatially enhanced network with camera-lidar fusion for 3D semantic segmentation,Ye C.,10.1016/j.neucom.2020.12.135,2022-05-01,Neurocomputing,https://api.elsevier.com/content/abstract/scopus_id/85119017395
Semantic and secure search over encrypted outsourcing cloud based on BERT,Fu Z.,10.1007/s11704-021-0277-0,2022-04-01,Frontiers of Computer Science,https://api.elsevier.com/content/abstract/scopus_id/85115677757
Cloud resources modelling using smart cloud management,Chyad H.S.,10.11591/eei.v11i2.3286,2022-04-01,Bulletin of Electrical Engineering and Informatics,https://api.elsevier.com/content/abstract/scopus_id/85128285382
Cloud services description ontology used for service selection,Nabli H.,10.1007/s11761-021-00328-y,2022-03-01,Service Oriented Computing and Applications,https://api.elsevier.com/content/abstract/scopus_id/85115858095
Knowledge Graph Alignment as a Service,Upson R.,,2022-01-01,Ceur Workshop Proceedings,https://api.elsevier.com/content/abstract/scopus_id/85142635343
Research on the Knowledge Graph Construction Technology and its Power Grid Applications,Gu Y.,10.1109/CIEEC54735.2022.9846702,2022-01-01,Proceedings of 2022 IEEE 5th International Electrical and Energy Conference Cieec 2022,https://api.elsevier.com/content/abstract/scopus_id/85137323395
Detect Resource Related Events in a Cloud-Edge Infrastructure using Knowledge Graph Embeddings and Machine Learning,Mitropoulou K.,10.1109/CSNDSP54353.2022.9908022,2022-01-01,2022 13th International Symposium on Communication Systems Networks and Digital Signal Processing Csndsp 2022,https://api.elsevier.com/content/abstract/scopus_id/85140491849
Semantically Rich Access Control in Cloud EHR Systems Based on MA-ABE,Dixit S.,10.1109/BigDataSecurityHPSCIDS54978.2022.00012,2022-01-01,Proceedings 2022 IEEE 8th International Conference on Big Data Security on Cloud IEEE International Conference on High Performance and Smart Computing and IEEE International Conference on Intelligent Data and Security Bigdatasecurity Hpsc IDS 2022,https://api.elsevier.com/content/abstract/scopus_id/85134171622
Burner: Recipe Automatic Generation for HPC Container Based on Domain Knowledge Graph,Zhong S.,10.1155/2022/4592428,2022-01-01,Wireless Communications and Mobile Computing,https://api.elsevier.com/content/abstract/scopus_id/85131413546
Three-Faceted Manufacturing Knowledge Representation in Cloud Environments,Drexel D.,10.1016/j.ifacol.2022.10.180,2022-01-01,IFAC Papersonline,https://api.elsevier.com/content/abstract/scopus_id/85144578600
An Environmentally-sustainable Dimensioning Workbench towards Dynamic Resource Allocation in Cloud-computing Environments,Karabetian A.,10.1109/IISA56318.2022.9904367,2022-01-01,13th International Conference on Information Intelligence Systems and Applications Iisa 2022,https://api.elsevier.com/content/abstract/scopus_id/85141046287
An analysis of SPARQL usage for information retrieval in heterogeneous domains through various tools,Gupta R.,10.1080/09720529.2022.2072428,2022-01-01,Journal of Discrete Mathematical Sciences and Cryptography,https://api.elsevier.com/content/abstract/scopus_id/85131922237
